time_stamp,humidity,temperature,pm2.5_atm
2025-04-03T14:00:00-07:00,28,72,0.7
2025-04-03T14:30:00-07:00,27,72,0.6
2025-04-03T15:00:00-07:00,32,73,1.5
2025-04-03T15:30:00-07:00,31,76,1.6
2025-04-03T16:00:00-07:00,29,77,1.2
2025-04-03T16:30:00-07:00,29,77,0.9
2025-04-03T17:00:00-07:00,31,75,0.9
2025-04-03T17:30:00-07:00,32,74,1
2025-04-03T18:00:00-07:00,32,73,1
2025-04-03T18:30:00-07:00,34,70,1
2025-04-03T19:00:00-07:00,41,64,1.3
2025-04-03T19:30:00-07:00,44,61,1.2
2025-04-03T20:00:00-07:00,48,60,1.7
2025-04-03T20:30:00-07:00,50,56,1.7
2025-04-03T21:00:00-07:00,52,58,2
2025-04-03T21:30:00-07:00,55,57,2.3
2025-04-03T22:00:00-07:00,55,35,2.2
2025-04-03T22:30:00-07:00,56,57,2.4
2025-04-03T23:00:00-07:00,56,56,3.2
2025-04-03T23:30:00-07:00,56,49,3.7
2025-04-04T00:00:00-07:00,58,54,2.9
2025-04-04T00:30:00-07:00,58,52,2.6
2025-04-04T01:00:00-07:00,59,52,3.1
2025-04-04T01:30:00-07:00,60,51,3.3
2025-04-04T02:00:00-07:00,60,51,2.7
2025-04-04T02:30:00-07:00,60,51,2.6
2025-04-04T03:00:00-07:00,60,50,2.4
2025-04-04T03:30:00-07:00,60,50,2.6
2025-04-04T04:00:00-07:00,60,49,2.6
2025-04-04T04:30:00-07:00,60,49,2.8
2025-04-04T05:00:00-07:00,60,49,4
2025-04-04T05:30:00-07:00,61,48,4.5
2025-04-04T06:00:00-07:00,61,48,3.9
2025-04-04T06:30:00-07:00,61,47,3.5
2025-04-04T07:00:00-07:00,61,47,3.5
2025-04-04T07:30:00-07:00,63,48,4.5
2025-04-04T08:00:00-07:00,64,51,4.6
2025-04-04T08:30:00-07:00,58,54,4.9
2025-04-04T09:00:00-07:00,54,58,5.8
2025-04-04T09:30:00-07:00,50,60,5.5
2025-04-04T10:00:00-07:00,44,64,3.6
2025-04-04T10:30:00-07:00,41,67,3.3
2025-04-04T11:00:00-07:00,41,68,3.5
2025-04-04T11:30:00-07:00,39,70,2.5
2025-04-04T12:00:00-07:00,36,71,2.6
2025-04-04T12:30:00-07:00,35,73,2.8
2025-04-04T13:00:00-07:00,34,74,3
2025-04-04T13:30:00-07:00,31,75,2.4
2025-04-04T14:00:00-07:00,30,76,2.2
2025-04-04T14:30:00-07:00,28,77,1.6
2025-04-04T15:00:00-07:00,25,79,1.1
2025-04-04T15:30:00-07:00,22,84,1.1
2025-04-04T16:00:00-07:00,22,85,1.4
2025-04-04T16:30:00-07:00,21,87,1.4
2025-04-04T17:00:00-07:00,24,84,1.5
2025-04-04T17:30:00-07:00,26,82,1.4
2025-04-04T18:00:00-07:00,29,79,1.8
2025-04-04T18:30:00-07:00,33,75,1.8
2025-04-04T19:00:00-07:00,37,69,1.8
2025-04-04T19:30:00-07:00,40,66,1.8
2025-04-04T20:00:00-07:00,43,65,2.2
2025-04-04T20:30:00-07:00,41,64,1.8
2025-04-04T21:00:00-07:00,44,63,2.4
2025-04-04T21:30:00-07:00,47,62,2.9
2025-04-04T22:00:00-07:00,49,61,2.9
2025-04-04T22:30:00-07:00,52,60,5
2025-04-04T23:00:00-07:00,52,58,7.4
2025-04-04T23:30:00-07:00,54,58,5.8
2025-04-05T00:00:00-07:00,55,57,6.2
2025-04-05T00:30:00-07:00,54,56,6.4
2025-04-05T01:00:00-07:00,54,55,5.4
2025-04-05T01:30:00-07:00,54,54,5.2
2025-04-05T02:00:00-07:00,55,54,4.6
2025-04-05T02:30:00-07:00,55,54,4.1
2025-04-05T03:00:00-07:00,56,54,3.9
2025-04-05T03:30:00-07:00,56,54,4.1
2025-04-05T04:00:00-07:00,57,54,4.6
2025-04-05T04:30:00-07:00,57,54,4.7
2025-04-05T05:00:00-07:00,58,54,4.5
2025-04-05T05:30:00-07:00,58,53,4.2
2025-04-05T06:00:00-07:00,58,53,4.2
2025-04-05T06:30:00-07:00,59,53,4.2
2025-04-05T07:00:00-07:00,59,53,4.4
2025-04-05T07:30:00-07:00,57,54,4.3
2025-04-05T08:00:00-07:00,59,56,4.5
2025-04-05T08:30:00-07:00,56,58,3.9
2025-04-05T09:00:00-07:00,49,61,4.3
2025-04-05T09:30:00-07:00,44,65,3.8
2025-04-05T10:00:00-07:00,39,68,3.2
2025-04-05T10:30:00-07:00,35,70,2.9
2025-04-05T11:00:00-07:00,34,72,3.6
2025-04-05T11:30:00-07:00,33,74,3.5
2025-04-05T12:00:00-07:00,32,76,2.8
2025-04-05T12:30:00-07:00,29,77,1.8
2025-04-05T13:00:00-07:00,27,79,1.8
2025-04-05T13:30:00-07:00,26,80,2.4
2025-04-05T14:00:00-07:00,25,80,1.5
2025-04-05T14:30:00-07:00,25,80,1.9
2025-04-05T15:00:00-07:00,27,82,2.7
2025-04-05T15:30:00-07:00,25,87,3
2025-04-05T16:00:00-07:00,21,89,2.2
2025-04-05T16:30:00-07:00,20,89,2.4
2025-04-05T17:00:00-07:00,21,87,2.2
2025-04-05T17:30:00-07:00,19,87,1.6
2025-04-05T18:00:00-07:00,19,85,1.1
2025-04-05T18:30:00-07:00,25,80,1.9
2025-04-05T19:00:00-07:00,37,72,2.6
2025-04-05T19:30:00-07:00,40,68,3
2025-04-05T20:00:00-07:00,44,66,2.6
2025-04-05T20:30:00-07:00,47,65,2.9
2025-04-05T21:00:00-07:00,50,64,3.2
2025-04-05T21:30:00-07:00,52,63,3.6
2025-04-05T22:00:00-07:00,55,62,3.5
2025-04-05T22:30:00-07:00,55,61,3.4
2025-04-05T23:00:00-07:00,56,59,3.6
2025-04-05T23:30:00-07:00,57,59,3.9
2025-04-06T00:00:00-07:00,58,58,5
2025-04-06T00:30:00-07:00,57,57,4.7
2025-04-06T01:00:00-07:00,57,56,4.1
2025-04-06T01:30:00-07:00,57,55,4.6
2025-04-06T02:00:00-07:00,57,54,5.2
2025-04-06T02:30:00-07:00,58,54,4.5
2025-04-06T03:00:00-07:00,58,54,4.6
2025-04-06T03:30:00-07:00,58,53,4.2
2025-04-06T04:00:00-07:00,58,52,4
2025-04-06T04:30:00-07:00,58,52,3.9
2025-04-06T05:00:00-07:00,58,51,3.4
2025-04-06T05:30:00-07:00,58,51,3.5
2025-04-06T06:00:00-07:00,58,51,3.5
2025-04-06T06:30:00-07:00,59,50,3.6
2025-04-06T07:00:00-07:00,59,50,3.8
2025-04-06T07:30:00-07:00,58,52,4.1
2025-04-06T08:00:00-07:00,60,55,5.6
2025-04-06T08:30:00-07:00,57,58,7.7
2025-04-06T09:00:00-07:00,55,61,9.1
2025-04-06T09:30:00-07:00,51,64,10.5
2025-04-06T10:00:00-07:00,46,66,10.6
2025-04-06T10:30:00-07:00,43,69,9.6
2025-04-06T11:00:00-07:00,43,71,9
2025-04-06T11:30:00-07:00,40,72,8.9
2025-04-06T12:00:00-07:00,36,73,6.2
2025-04-06T12:30:00-07:00,32,77,4.9
2025-04-06T13:00:00-07:00,31,77,3.4
2025-04-06T13:30:00-07:00,28,75,2.7
2025-04-06T14:00:00-07:00,30,76,3.1
2025-04-06T14:30:00-07:00,25,77,1.9
2025-04-06T15:00:00-07:00,23,80,1.3
2025-04-06T15:30:00-07:00,20,84,1
2025-04-06T16:00:00-07:00,19,84,1.4
2025-04-06T16:30:00-07:00,14,85,0.7
2025-04-06T17:00:00-07:00,14,83,1.1
2025-04-06T17:30:00-07:00,15,83,0.9
2025-04-06T18:00:00-07:00,15,82,0.7
2025-04-06T18:30:00-07:00,17,79,0.6
2025-04-06T19:00:00-07:00,24,70,1
2025-04-06T19:30:00-07:00,26,67,1.5
2025-04-06T20:00:00-07:00,28,66,3.3
2025-04-06T20:30:00-07:00,35,63,2.1
2025-04-06T21:00:00-07:00,40,63,2.4
2025-04-06T21:30:00-07:00,43,62,2.7
2025-04-06T22:00:00-07:00,48,62,2.8
2025-04-06T22:30:00-07:00,51,59,3.1
2025-04-06T23:00:00-07:00,52,62,4.1
2025-04-06T23:30:00-07:00,50,59,4.8
2025-04-07T00:00:00-07:00,50,61,4.4
2025-04-07T00:30:00-07:00,51,62,3.6
2025-04-07T01:00:00-07:00,52,61,3.7
2025-04-07T01:30:00-07:00,51,58,3
2025-04-07T02:00:00-07:00,52,61,2.7
2025-04-07T02:30:00-07:00,52,61,2.3
2025-04-07T03:00:00-07:00,50,60,2.6
2025-04-07T03:30:00-07:00,51,62,3.3
2025-04-07T04:00:00-07:00,52,62,3
2025-04-07T04:30:00-07:00,52,62,3.3
2025-04-07T05:00:00-07:00,49,62,4
2025-04-07T05:30:00-07:00,46,62,4.3
2025-04-07T06:00:00-07:00,46,62,4.5
2025-04-07T06:30:00-07:00,46,62,5.4
2025-04-07T07:00:00-07:00,46,63,6.5
2025-04-07T07:30:00-07:00,45,63,5.9
2025-04-07T08:00:00-07:00,42,64,4.6
2025-04-07T08:30:00-07:00,41,65,4.4
2025-04-07T09:00:00-07:00,39,67,3.5
2025-04-07T09:30:00-07:00,39,68,2.9
2025-04-07T10:00:00-07:00,44,70,1.2
2025-04-07T10:30:00-07:00,45,71,1
2025-04-07T11:00:00-07:00,48,71,1.5
2025-04-07T11:30:00-07:00,46,73,2.2
2025-04-07T12:00:00-07:00,44,74,1.2
2025-04-07T12:30:00-07:00,43,75,0.9
2025-04-07T13:00:00-07:00,41,75,0.4
2025-04-07T13:30:00-07:00,42,74,0.6
2025-04-07T14:00:00-07:00,40,75,0.6
2025-04-07T14:30:00-07:00,38,75,0.5
2025-04-07T15:00:00-07:00,37,77,0.5
2025-04-07T15:30:00-07:00,36,76,0.7
2025-04-07T16:00:00-07:00,35,76,0.6
2025-04-07T16:30:00-07:00,32,79,0.4
2025-04-07T17:00:00-07:00,33,76,0.5
2025-04-07T17:30:00-07:00,38,76,0.7
2025-04-07T18:00:00-07:00,40,74,1.1
2025-04-07T18:30:00-07:00,42,72,1
2025-04-07T19:00:00-07:00,50,65,1
2025-04-07T19:30:00-07:00,51,63,1.1
2025-04-07T20:00:00-07:00,52,62,1.1
2025-04-07T20:30:00-07:00,55,59,2.2
2025-04-07T21:00:00-07:00,57,57,2.5
2025-04-07T21:30:00-07:00,59,60,2.6
2025-04-07T22:00:00-07:00,59,60,2.5
2025-04-07T22:30:00-07:00,59,60,3.3
2025-04-07T23:00:00-07:00,59,60,3.3
2025-04-07T23:30:00-07:00,58,60,3.4
2025-04-08T00:00:00-07:00,57,61,3.6
2025-04-08T00:30:00-07:00,57,60,3.4
2025-04-08T01:00:00-07:00,58,60,3.8
2025-04-08T01:30:00-07:00,59,61,4
2025-04-08T02:00:00-07:00,58,61,4
2025-04-08T02:30:00-07:00,58,62,2.8
2025-04-08T03:00:00-07:00,57,62,2.3
2025-04-08T03:30:00-07:00,56,62,1.6
2025-04-08T04:00:00-07:00,57,60,1.2
2025-04-08T04:30:00-07:00,58,59,1.5
2025-04-08T05:00:00-07:00,59,59,2
2025-04-08T05:30:00-07:00,59,59,1.7
2025-04-08T06:00:00-07:00,60,58,2.2
2025-04-08T06:30:00-07:00,60,57,2.2
2025-04-08T07:00:00-07:00,61,57,2.4
2025-04-08T07:30:00-07:00,61,58,2.5
2025-04-08T08:00:00-07:00,62,59,1.7
2025-04-08T08:30:00-07:00,59,61,1.6
2025-04-08T09:00:00-07:00,54,64,1.5
2025-04-08T09:30:00-07:00,49,67,1
2025-04-08T10:00:00-07:00,46,68,0.8
2025-04-08T10:30:00-07:00,44,69,0.8
2025-04-08T11:00:00-07:00,41,70,0.7
2025-04-08T11:30:00-07:00,39,71,0.9
2025-04-08T12:00:00-07:00,38,72,0.9
2025-04-08T12:30:00-07:00,37,73,4.5
2025-04-08T13:00:00-07:00,36,75,1.1
2025-04-08T13:30:00-07:00,35,75,0.9
2025-04-08T14:00:00-07:00,35,76,0.9
2025-04-08T14:30:00-07:00,34,76,1.2
2025-04-08T15:00:00-07:00,33,78,1.4
2025-04-08T15:30:00-07:00,29,83,1.8
2025-04-08T16:00:00-07:00,27,83,1.8
2025-04-08T16:30:00-07:00,27,83,2
2025-04-08T17:00:00-07:00,29,82,1.7
2025-04-08T17:30:00-07:00,29,80,11.4
2025-04-08T18:00:00-07:00,29,80,1.7
2025-04-08T18:30:00-07:00,32,76,1.2
2025-04-08T19:00:00-07:00,42,67,1.3
2025-04-08T19:30:00-07:00,47,65,1.6
2025-04-08T20:00:00-07:00,48,63,1.7
2025-04-08T20:30:00-07:00,50,62,2.1
2025-04-08T21:00:00-07:00,51,61,2.1
2025-04-08T21:30:00-07:00,51,62,1.9
2025-04-08T22:00:00-07:00,52,61,1.9
2025-04-08T22:30:00-07:00,52,60,1.9
2025-04-08T23:00:00-07:00,53,59,2.1
2025-04-08T23:30:00-07:00,54,58,2.5
2025-04-09T00:00:00-07:00,55,57,2.8
2025-04-09T00:30:00-07:00,55,57,2.7
2025-04-09T01:00:00-07:00,56,56,2.5
2025-04-09T01:30:00-07:00,56,56,2.5
2025-04-09T02:00:00-07:00,57,56,2.4
2025-04-09T02:30:00-07:00,58,55,2.6
2025-04-09T03:00:00-07:00,58,55,2.2
2025-04-09T03:30:00-07:00,58,55,2
2025-04-09T04:00:00-07:00,58,54,2.1
2025-04-09T04:30:00-07:00,58,54,2
2025-04-09T05:00:00-07:00,58,53,2.2
2025-04-09T05:30:00-07:00,59,53,2
2025-04-09T06:00:00-07:00,59,53,2.1
2025-04-09T06:30:00-07:00,59,51,2.3
2025-04-09T07:00:00-07:00,59,52,2.5
2025-04-09T07:30:00-07:00,59,54,2.7
2025-04-09T08:00:00-07:00,59,57,3.2
2025-04-09T08:30:00-07:00,58,60,2.8
2025-04-09T09:00:00-07:00,52,63,3.4
2025-04-09T09:30:00-07:00,47,67,3
2025-04-09T10:00:00-07:00,44,69,2.9
2025-04-09T10:30:00-07:00,41,72,3.1
2025-04-09T11:00:00-07:00,40,74,3
2025-04-09T11:30:00-07:00,39,76,3.3
2025-04-09T12:00:00-07:00,37,78,4.1
2025-04-09T12:30:00-07:00,36,79,4.5
2025-04-09T13:00:00-07:00,35,81,4.8
2025-04-09T13:30:00-07:00,33,82,5
2025-04-09T14:00:00-07:00,32,83,6.4
2025-04-09T14:30:00-07:00,31,84,6
2025-04-09T15:00:00-07:00,29,86,6.3
2025-04-09T15:30:00-07:00,27,90,6.6
2025-04-09T16:00:00-07:00,26,91,4.7
2025-04-09T16:30:00-07:00,24,93,3.7
2025-04-09T17:00:00-07:00,25,92,3
2025-04-09T17:30:00-07:00,25,90,2.4
2025-04-09T18:00:00-07:00,25,90,2.2
2025-04-09T18:30:00-07:00,29,86,2.6
2025-04-09T19:00:00-07:00,36,78,2.6
2025-04-09T19:30:00-07:00,43,73,3.3
2025-04-09T20:00:00-07:00,46,70,3.6
2025-04-09T20:30:00-07:00,51,68,3.8
2025-04-09T21:00:00-07:00,53,67,3.9
2025-04-09T21:30:00-07:00,54,65,4.2
2025-04-09T22:00:00-07:00,55,65,4.2
2025-04-09T22:30:00-07:00,55,64,4.2
2025-04-09T23:00:00-07:00,56,62,4
2025-04-09T23:30:00-07:00,58,63,4.6
2025-04-10T00:00:00-07:00,58,62,4.8
2025-04-10T00:30:00-07:00,58,61,5.3
2025-04-10T01:00:00-07:00,58,61,4.9
2025-04-10T01:30:00-07:00,58,60,5.1
2025-04-10T02:00:00-07:00,59,60,6
2025-04-10T02:30:00-07:00,59,60,6.6
2025-04-10T03:00:00-07:00,59,59,6.3
2025-04-10T03:30:00-07:00,60,58,6.3
2025-04-10T04:00:00-07:00,61,58,6.3
2025-04-10T04:30:00-07:00,61,57,6.2
2025-04-10T05:00:00-07:00,61,57,6.5
2025-04-10T05:30:00-07:00,61,56,6.3
2025-04-10T06:00:00-07:00,62,56,7.4
2025-04-10T06:30:00-07:00,66,58,7.8
2025-04-10T07:00:00-07:00,65,59,8.2
2025-04-10T07:30:00-07:00,64,59,11.3
2025-04-10T08:00:00-07:00,62,60,11.3
2025-04-10T08:30:00-07:00,59,62,6.2
2025-04-10T09:00:00-07:00,55,64,2.7
2025-04-10T09:30:00-07:00,52,65,0.6
2025-04-10T10:00:00-07:00,51,66,0.4
2025-04-10T10:30:00-07:00,48,67,0.5
2025-04-10T11:00:00-07:00,44,71,0.9
2025-04-10T11:30:00-07:00,42,73,1.3
2025-04-10T12:00:00-07:00,38,75,1.1
2025-04-10T12:30:00-07:00,34,77,0.2
2025-04-10T13:00:00-07:00,33,78,0
2025-04-10T13:30:00-07:00,32,79,0.1
2025-04-10T14:00:00-07:00,32,79,0.2
2025-04-10T14:30:00-07:00,33,80,0.9
2025-04-10T15:00:00-07:00,34,81,0.7
2025-04-10T15:30:00-07:00,33,82,0.6
2025-04-10T16:00:00-07:00,30,84,0.5
2025-04-10T16:30:00-07:00,27,87,0.2
2025-04-10T17:00:00-07:00,28,84,0.2
2025-04-10T17:30:00-07:00,29,84,0.3
2025-04-10T18:00:00-07:00,29,85,0.3
2025-04-10T18:30:00-07:00,33,80,0.3
2025-04-10T19:00:00-07:00,43,71,0.3
2025-04-10T19:30:00-07:00,49,67,0.3
2025-04-10T20:00:00-07:00,52,65,0.5
2025-04-10T20:30:00-07:00,54,65,0.8
2025-04-10T21:00:00-07:00,55,64,0.8
2025-04-10T21:30:00-07:00,56,63,0.8
2025-04-10T22:00:00-07:00,58,63,0.9
2025-04-10T22:30:00-07:00,60,63,1.2
2025-04-10T23:00:00-07:00,60,63,1.1
2025-04-10T23:30:00-07:00,60,62,1.2
2025-04-11T00:00:00-07:00,60,62,1.2
2025-04-11T00:30:00-07:00,60,62,1.5
2025-04-11T01:00:00-07:00,60,61,2
2025-04-11T01:30:00-07:00,60,60,1.6
2025-04-11T02:00:00-07:00,61,60,1.6
2025-04-11T02:30:00-07:00,61,59,1.9
2025-04-11T03:00:00-07:00,61,59,2.6
2025-04-11T03:30:00-07:00,61,59,2.1
2025-04-11T04:00:00-07:00,61,59,1.5
2025-04-11T04:30:00-07:00,63,59,1.7
2025-04-11T05:00:00-07:00,63,57,1.3
2025-04-11T05:30:00-07:00,62,57,1.4
2025-04-11T06:00:00-07:00,63,59,2.2
2025-04-11T06:30:00-07:00,63,58,2.8
2025-04-11T07:00:00-07:00,64,60,3.8
2025-04-11T07:30:00-07:00,64,61,4
2025-04-11T08:00:00-07:00,62,63,4.8
2025-04-11T08:30:00-07:00,61,64,1.5
2025-04-11T09:00:00-07:00,58,65,1.5
2025-04-11T09:30:00-07:00,55,67,1.3
2025-04-11T10:00:00-07:00,50,70,1.2
2025-04-11T10:30:00-07:00,47,72,1.3
2025-04-11T11:00:00-07:00,44,74,0.6
2025-04-11T11:30:00-07:00,41,76,0.5
2025-04-11T12:00:00-07:00,40,77,0.5
2025-04-11T12:30:00-07:00,39,77,0.4
2025-04-11T13:00:00-07:00,40,79,0.9
2025-04-11T13:30:00-07:00,42,76,2.2
2025-04-11T14:00:00-07:00,42,76,2.4
2025-04-11T14:30:00-07:00,40,76,2
2025-04-11T15:00:00-07:00,37,78,2.4
2025-04-11T15:30:00-07:00,34,80,3.3
2025-04-11T16:00:00-07:00,34,80,2.9
2025-04-11T16:30:00-07:00,34,80,3.1
2025-04-11T17:00:00-07:00,35,78,2.9
2025-04-11T17:30:00-07:00,36,76,3
2025-04-11T18:00:00-07:00,36,76,3.3
2025-04-11T18:30:00-07:00,42,70,3
2025-04-11T19:00:00-07:00,49,64,3
2025-04-11T19:30:00-07:00,52,60,3.2
2025-04-11T20:00:00-07:00,54,60,3.6
2025-04-11T20:30:00-07:00,55,61,3.9
2025-04-11T21:00:00-07:00,54,60,3.8
2025-04-11T21:30:00-07:00,54,60,3.7
2025-04-11T22:00:00-07:00,54,59,4.5
2025-04-11T22:30:00-07:00,55,59,5.1
2025-04-11T23:00:00-07:00,56,57,5.4
2025-04-11T23:30:00-07:00,57,58,5.9
2025-04-12T00:00:00-07:00,58,57,5.7
2025-04-12T00:30:00-07:00,58,57,5.3
2025-04-12T01:00:00-07:00,57,57,5
2025-04-12T01:30:00-07:00,58,56,5.5
2025-04-12T02:00:00-07:00,58,56,5.5
2025-04-12T02:30:00-07:00,57,57,5.9
2025-04-12T03:00:00-07:00,57,57,5.7
2025-04-12T03:30:00-07:00,56,57,4.9
2025-04-12T04:00:00-07:00,56,57,4.3
2025-04-12T04:30:00-07:00,56,55,4
2025-04-12T05:00:00-07:00,56,54,3.8
2025-04-12T05:30:00-07:00,56,54,3.5
2025-04-12T06:00:00-07:00,56,53,3.5
2025-04-12T06:30:00-07:00,57,52,4
2025-04-12T07:00:00-07:00,58,52,4.5
2025-04-12T07:30:00-07:00,59,53,4.4
2025-04-12T08:00:00-07:00,56,55,4
2025-04-12T08:30:00-07:00,52,57,3.8
2025-04-12T09:00:00-07:00,48,60,3.5
2025-04-12T09:30:00-07:00,45,62,3.9
2025-04-12T10:00:00-07:00,43,64,3.9
2025-04-12T10:30:00-07:00,41,66,4.1
2025-04-12T11:00:00-07:00,39,67,3.6
2025-04-12T11:30:00-07:00,36,68,3.4
2025-04-12T12:00:00-07:00,35,71,3.3
2025-04-12T12:30:00-07:00,34,71,3.1
2025-04-12T13:00:00-07:00,33,72,3.2
2025-04-12T13:30:00-07:00,34,72,3.3
2025-04-12T14:00:00-07:00,34,72,3.8
2025-04-12T14:30:00-07:00,33,72,4
2025-04-12T15:00:00-07:00,32,75,3.8
2025-04-12T15:30:00-07:00,28,79,3.7
2025-04-12T16:00:00-07:00,25,82,3.4
2025-04-12T16:30:00-07:00,24,82,3.4
2025-04-12T17:00:00-07:00,24,81,3.4
2025-04-12T17:30:00-07:00,26,80,3.8
2025-04-12T18:00:00-07:00,27,81,4.7
2025-04-12T18:30:00-07:00,32,74,5.3
2025-04-12T19:00:00-07:00,41,65,6.4
2025-04-12T19:30:00-07:00,46,62,6.7
2025-04-12T20:00:00-07:00,49,60,7.6
2025-04-12T20:30:00-07:00,52,59,8.3
2025-04-12T21:00:00-07:00,54,58,8.9
2025-04-12T21:30:00-07:00,55,57,9
2025-04-12T22:00:00-07:00,55,58,8.5
2025-04-12T22:30:00-07:00,55,57,9.2
2025-04-12T23:00:00-07:00,56,56,9.3
2025-04-12T23:30:00-07:00,56,56,9.3
2025-04-13T00:00:00-07:00,57,55,9
2025-04-13T00:30:00-07:00,57,55,10.5
2025-04-13T01:00:00-07:00,57,54,11.6
2025-04-13T01:30:00-07:00,57,54,11.4
2025-04-13T02:00:00-07:00,57,53,6.7
2025-04-13T02:30:00-07:00,56,53,6
2025-04-13T03:00:00-07:00,56,52,8.9
2025-04-13T03:30:00-07:00,56,52,5.4
2025-04-13T04:00:00-07:00,57,51,5.3
2025-04-13T04:30:00-07:00,57,51,7.5
2025-04-13T05:00:00-07:00,58,50,5.4
2025-04-13T05:30:00-07:00,58,50,5.9
2025-04-13T06:00:00-07:00,59,50,5.7
2025-04-13T06:30:00-07:00,59,49,5.1
2025-04-13T07:00:00-07:00,59,50,5.5
2025-04-13T07:30:00-07:00,60,51,6.6
2025-04-13T08:00:00-07:00,62,54,8.1
